"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_mysql_run1.csv 1",,,,"Date:","23 Jul 2026 14:09:02 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:43:18,11.126,2.625,82.883,0,0,10078136,45624892,702312,8169280,0,0,0,0,0,0
23-07 14:43:18,11.251,2.625,83.132,0,0,10078136,45624892,702312,8169280,0,0,0,0,0,0
23-07 14:43:19,6.250,2.500,87.879,0,0,10078356,45624412,702312,8169536,0,0,0,0,76.004,90.004
23-07 14:43:19,6.000,2.500,87.878,0,0,10078356,45624412,702312,8169536,0,0,0,0,76.003,90.003
23-07 14:43:20,6.125,2.500,87.497,0,0,10078336,45623900,702312,8170056,0,0,0,0,0,0
23-07 14:43:20,5.999,2.500,87.367,0,0,10078336,45623900,702312,8170056,0,0,0,0,0,0
23-07 14:43:21,6.875,2.625,86.999,0,0,10078320,45623516,702316,8170440,0,12.000,0,2.000,0,0
23-07 14:43:21,7.000,2.625,86.878,0,0,10078320,45623516,702316,8170440,0,12.000,0,2.000,0,0
23-07 14:43:22,6.500,2.375,87.379,0,0,10078108,45623336,702316,8170824,0,0,0,0,0,0
23-07 14:43:22,6.375,2.375,87.755,0,0,10078108,45623336,702316,8170824,0,0,0,0,0,0
23-07 14:43:23,6.750,2.750,86.749,0,0,10069452,45631592,702316,8171216,0,0,0,0,0,0
23-07 14:43:23,6.875,2.875,86.750,0,0,10069452,45631592,702316,8171216,0,0,0,0,0,0
23-07 14:43:24,6.125,2.750,87.747,0,0,10069444,45631336,702316,8171472,0,0,0,0,0,0
23-07 14:43:24,6.125,2.875,87.623,0,0,10069444,45631336,702316,8171472,0,0,0,0,0,0
23-07 14:43:25,7.500,2.250,87.625,0,0,10071088,45628312,702320,8172816,0,3852.000,0,33.000,0,0
23-07 14:43:25,7.500,2.000,87.750,0,0,10071084,45628184,702320,8172944,0,3851.998,0,33.000,0,0
23-07 14:43:26,7.125,2.625,86.751,0,0,10071144,45624904,702324,8176080,0,48.000,0,3.000,0,0
23-07 14:43:26,7.375,2.750,86.753,0,0,10071144,45624904,702324,8176080,0,48.001,0,3.000,0,0
23-07 14:43:27,8.125,2.500,85.873,0,0,10071060,45621832,702324,8179152,0,0,0,0,0,0
23-07 14:43:27,7.750,2.375,85.746,0,0,10071060,45621832,702324,8179152,0,0,0,0,0,0
23-07 14:43:28,5.875,2.625,87.879,0,0,10070952,45617992,702324,8182996,0,0,0,0,0,0
23-07 14:43:28,5.875,2.625,88.003,0,0,10070952,45617992,702324,8182996,0,0,0,0,0,0
23-07 14:43:29,6.875,2.750,86.500,0,0,10071144,45614540,702324,8186196,0,0,0,0,0,0
23-07 14:43:29,7.000,2.875,86.503,0,0,10071144,45614412,702324,8186324,0,0,0,0,0,0
23-07 14:43:30,6.000,2.500,87.748,0,0,10071048,45611084,702324,8189652,0,0,0,0,75.999,89.998
23-07 14:43:30,5.750,2.375,87.747,0,0,10071048,45611084,702324,8189652,0,0,0,0,75.998,89.997
23-07 14:43:31,5.750,2.375,88.256,0,0,10070944,45607372,702328,8193364,0,12.001,0,2.000,0,0
23-07 14:43:31,6.000,2.375,88.002,0,0,10070944,45607372,702328,8193364,0,12.000,0,2.000,0,0
23-07 14:43:32,6.000,2.375,87.747,0,0,10070840,45604172,702328,8196564,0,0,0,0,0,0
23-07 14:43:32,5.875,2.375,87.626,0,0,10070840,45604172,702328,8196564,0,0,0,0,0,0
23-07 14:43:33,7.000,2.500,87.373,0.125,0,10070760,45601244,702344,8199508,0,25315.537,0,202.996,0,0
23-07 14:43:33,7.125,2.625,87.620,0.125,0,10070760,45601244,702344,8199508,0,25314.556,0,202.988,0,0
23-07 14:43:34,5.750,2.750,88.002,0,0,10070636,45597660,702344,8203092,0,0,0,0,0,0
23-07 14:43:34,5.750,2.750,88.131,0,0,10070636,45597660,702344,8203092,0,0,0,0,0,0
23-07 14:43:35,6.875,2.000,87.622,0,0,10070596,45595996,702344,8204756,0,7603.771,0,70.998,75.998,89.997
23-07 14:43:35,6.750,1.875,87.745,0,0,10070596,45595996,702344,8204756,0,7603.584,0,70.996,75.996,89.995
23-07 14:43:36,12.499,2.625,82.118,0,0,10070584,45595612,702344,8205140,0,35.997,0,5.000,0,0
23-07 14:43:36,12.500,2.750,81.997,0,0,10070584,45595612,702344,8205140,0,35.999,0,5.000,0,0
23-07 14:43:37,6.000,2.750,87.257,0,0,10070572,45595356,702344,8205400,0,4.000,0,1.000,0,0
23-07 14:43:37,6.125,2.750,87.254,0,0,10070572,45595356,702344,8205400,0,4.000,0,1.000,0,0
23-07 14:43:38,6.625,2.500,87.378,0,0,10070544,45594844,702344,8205912,0,0,0,0,0,0
23-07 14:43:38,6.500,2.375,87.251,0,0,10070544,45594844,702344,8205912,0,0,0,0,0,0
23-07 14:43:39,5.625,2.875,87.501,0,0,10070760,45594364,702344,8206168,0,0,0,0,28.000,42.000
23-07 14:43:39,5.750,2.875,87.624,0,0,10070760,45594364,702344,8206168,0,0,0,0,28.000,41.999
23-07 14:43:40,6.250,2.500,88.000,0,0,10070744,45593852,702344,8206680,0,0,0,0,0,0
23-07 14:43:40,6.000,2.500,87.874,0,0,10070744,45593852,702344,8206680,0,0,0,0,0,0
23-07 14:43:41,6.625,2.125,87.494,0,0,10070732,45593596,702348,8206936,0,11.999,0,2.000,0,0
23-07 14:43:41,6.625,2.250,87.626,0,0,10070732,45593596,702348,8206936,0,12.000,0,2.000,0,0
23-07 14:43:42,6.375,2.250,88.132,0,0,10070724,45593212,702348,8207320,0,16.001,0,1.000,0,0
23-07 14:43:42,6.375,2.125,87.878,0,0,10070724,45593212,702348,8207320,0,16.001,0,1.000,0,0
23-07 14:43:43,5.875,2.750,87.495,0,0,10070764,45592832,702356,8207644,0,3475.791,0,28.998,0,0
23-07 14:43:43,6.250,2.875,87.624,0,0,10070764,45592832,702356,8207644,0,3475.942,0,29.000,0,0
23-07 14:43:44,5.750,2.625,87.752,0,0,10070756,45592384,702356,8208092,0,0,0,0,0,0
23-07 14:43:44,5.750,2.500,87.748,0,0,10070756,45592384,702356,8208092,0,0,0,0,0,0
23-07 14:43:45,11.624,3.000,82.117,0,0,10049164,45613700,702356,8208360,0,0,0,0,137.986,2211.777
23-07 14:43:45,11.874,3.000,81.868,0,0,10049164,45613700,702356,8208360,0,0,0,0,137.988,2211.809
23-07 14:43:46,10.501,2.375,83.256,0,0,10049144,45613316,702360,8208748,0,36.003,0,5.000,46.003,0
23-07 14:43:46,10.000,2.500,83.754,0,0,10049144,45613316,702360,8208748,0,36.002,0,5.000,46.002,0
23-07 14:43:47,6.500,2.250,87.757,0,0,10049352,45612708,702360,8209136,0,0,0,0,0,0
23-07 14:43:47,6.626,2.125,87.635,0,0,10049348,45612580,702360,8209264,0,0,0,0,0,0
23-07 14:43:48,5.750,2.125,88.123,0,0,10049340,45612196,702360,8209648,0,0,0,0,0,0
23-07 14:43:48,5.500,2.250,87.870,0,0,10049340,45612196,702360,8209648,0,0,0,0,0,0
23-07 14:43:49,5.625,2.500,87.875,0,0,10049332,45611940,702360,8209904,0,0,0,0,0,0
23-07 14:43:49,5.625,2.375,87.999,0,0,10049332,45611940,702360,8209904,0,0,0,0,0,0
23-07 14:43:50,5.875,2.375,88.000,0,0,10049572,45611304,702360,8210288,0,0,0,0,0,0
23-07 14:43:50,6.125,2.375,87.878,0,0,10049572,45611176,702360,8210416,0,0,0,0,0,0
23-07 14:43:51,6.375,2.500,87.499,0,0,10049564,45610792,702360,8210800,0,12.000,0,2.000,0,0
23-07 14:43:51,6.625,2.500,87.621,0,0,10049564,45610792,702360,8210800,0,11.999,0,2.000,0,0
23-07 14:43:52,6.625,2.250,87.254,0,0,10049772,45610056,702360,8211312,0,0,0,0,76.004,90.005
23-07 14:43:52,6.250,2.250,87.129,0,0,10049772,45610056,702360,8211312,0,0,0,0,76.004,90.004
23-07 14:43:53,8.998,2.375,84.735,0,0,10049812,45609752,702364,8211572,0,4115.283,0,33.994,0,0
23-07 14:43:53,9.000,2.500,84.998,0,0,10049812,45609752,702364,8211572,0,4115.914,0,33.999,0,0
23-07 14:43:54,6.751,2.500,87.763,0,0,10050056,45609244,702364,8211828,0,0,0,0,0,0
23-07 14:43:54,6.625,2.375,87.749,0,0,10050056,45609244,702364,8211828,0,0,0,0,0,0
23-07 14:43:55,6.875,2.125,87.503,0,0,10050740,45607720,702364,8212640,0,92.003,0,2.000,0,0
23-07 14:43:55,7.125,2.125,87.749,0,0,10050736,45607592,702364,8212768,0,91.999,0,2.000,0,0
23-07 14:43:56,6.125,2.375,88.249,0,0,10050884,45603884,702368,8216220,0,119.999,0,23.000,0,0
23-07 14:43:56,6.000,2.500,87.755,0,0,10050884,45603884,702368,8216220,0,120.006,0,23.001,0,0
23-07 14:43:57,5.750,2.875,87.873,0,0,10050792,45600812,702368,8219296,0,0,0,0,0,0
23-07 14:43:57,5.625,2.750,87.995,0,0,10050788,45600684,702368,8219424,0,0,0,0,0,0
23-07 14:43:58,5.625,3.000,88.374,0,0,10050716,45597228,702368,8222880,0,0,0,0,0,0
23-07 14:43:58,5.750,3.000,88.506,0,0,10050716,45597228,702368,8222880,0,0,0,0,0,0
23-07 14:43:59,5.625,2.125,87.996,0,0,10050600,45594028,702368,8226080,0,0,0,0,0,0
23-07 14:43:59,5.625,2.375,87.993,0,0,10050600,45593644,702368,8226464,0,0,0,0,0,0
23-07 14:44:00,6.001,2.375,88.008,0,0,10050508,45590700,702372,8229408,0,18529.784,0,150.014,0,0
23-07 14:44:00,6.125,2.125,88.005,0,0,10050380,45590572,702372,8229664,0,18529.003,0,150.008,0,0
23-07 14:44:01,6.250,2.250,87.747,0,0,10050164,45587244,702372,8233120,0,0,0,0,0,0
23-07 14:44:01,6.125,2.250,87.748,0,0,10050164,45587244,702372,8233120,0,0,0,0,0,0
23-07 14:44:02,6.125,2.375,88.124,0,0,10050076,45584684,702372,8235680,0,0,0,0,0,0
23-07 14:44:02,6.125,2.625,87.870,0,0,10050076,45584300,702372,8236064,0,0,0,0,0,0
23-07 14:44:03,5.750,2.750,87.750,0,0,10049944,45580332,702372,8240032,0,0,0,0,0,0
23-07 14:44:03,5.750,2.500,88.006,0,0,10049944,45580332,702372,8240032,0,0,0,0,0,0
23-07 14:44:04,6.000,2.625,88.249,0,0,10049852,45576876,702372,8243488,0,0,0,0,0,0
23-07 14:44:04,6.125,2.750,88.248,0,0,10049848,45576748,702372,8243616,0,0,0,0,0,0
23-07 14:44:05,6.875,1.750,87.876,0,0,10050044,45574192,702376,8245920,0,12.000,0,2.000,0,0
23-07 14:44:05,6.625,1.750,87.629,0,0,10050044,45574192,702376,8245920,0,12.001,0,2.000,0,0
23-07 14:44:06,7.125,2.750,86.873,0.125,0,10050036,45573936,702380,8246180,0,16375.697,0,130.998,0,0
23-07 14:44:06,7.250,2.750,87.249,0.125,0,10050036,45573936,702380,8246180,0,16375.748,0,130.998,0,0
23-07 14:44:07,6.000,2.250,88.125,0,0,10050016,45573424,702380,8246696,0,44.000,0,10.000,0,0
23-07 14:44:07,5.875,2.250,87.873,0,0,10050016,45573424,702380,8246696,0,43.999,0,10.000,0,0
23-07 14:44:08,5.375,2.500,87.874,0,0,10050008,45573168,702380,8246952,0,0,0,0,75.999,89.999
23-07 14:44:08,5.625,2.375,88.123,0,0,10050008,45573168,702380,8246952,0,0,0,0,75.998,89.998
23-07 14:44:09,6.125,2.750,87.876,0,0,10050236,45572404,702380,8247472,0,0,0,0,0,0
23-07 14:44:09,5.875,2.875,87.872,0,0,10050236,45572404,702380,8247472,0,0,0,0,0,0
23-07 14:44:10,5.750,2.125,88.375,0,0,10050220,45572020,702384,8247856,0,2323.994,0,20.000,0,0
23-07 14:44:10,5.875,2.250,88.254,0,0,10050220,45572020,702384,8247856,0,2324.098,0,20.001,0,0
23-07 14:44:11,5.875,2.625,87.874,0,0,10050024,45571828,702384,8248240,0,0,0,0,0,0
23-07 14:44:11,6.125,2.375,87.998,0,0,10050024,45571828,702384,8248240,0,0,0,0,0,0
23-07 14:44:12,6.625,2.500,87.500,0,0,10050012,45571444,702384,8248624,0,8.000,0,2.000,0,0
23-07 14:44:12,6.500,2.500,87.251,0,0,10050012,45571444,702384,8248624,0,8.000,0,2.000,0,0
23-07 14:44:13,5.500,2.250,87.877,0,0,10050000,45571188,702384,8248884,0,20.000,0,1.000,0,0
23-07 14:44:13,5.625,2.375,88.004,0,0,10050000,45571188,702384,8248884,0,20.001,0,1.000,0,0
23-07 14:44:14,6.625,2.375,87.874,0,0,10050224,45570296,702384,8249524,0,0,0,0,0,0
23-07 14:44:14,6.375,2.250,87.997,0,0,10050224,45570296,702384,8249524,0,0,0,0,0,0
23-07 14:44:15,4.500,2.500,90.254,0,0,10022976,45597280,702384,8249780,0,0,0,0,144.006,2024.087
23-07 14:44:15,4.375,2.500,90.507,0,0,10022976,45597280,702384,8249780,0,0,0,0,144.012,2024.165
23-07 14:44:16,0,0.250,99.752,0,0,10022952,45597296,702384,8249788,0,12.000,0,2.000,92.002,0
23-07 14:44:16,0.125,0.250,100.002,0,0,10022952,45597296,702384,8249788,0,12.000,0,2.000,92.001,0
23-07 14:44:17,0.125,0,99.877,0,0,10022952,45597296,702384,8249788,0,20.000,0,3.000,228.005,270.006
23-07 14:44:17,0,0,99.626,0,0,10022952,45597296,702384,8249788,0,20.000,0,3.000,304.004,360.004
23-07 14:44:18,0,0,99.875,0,0,10022952,45597296,702384,8249788,0,0,0,0,3058.005,4492.007
23-07 14:44:18,0,0,99.874,0,0,10022952,45597296,702384,8249788,0,0,0,0,3057.973,4527.960
23-07 14:44:19,0,0,99.878,0,0,10022952,45597296,702384,8249788,0,0,0,0,3034.077,2844.072
23-07 14:44:19,0,0,99.876,0,0,10022952,45597296,702384,8249788,0,0,0,0,3034.042,2808.039
23-07 14:44:20,0.250,0,99.750,0,0,10022948,45597296,702388,8249788,0,1939.993,0,17.000,1913.993,1853.993
23-07 14:44:20,0.375,0,99.750,0,0,10022948,45597296,702388,8249788,0,1940.000,0,17.000,1890.000,1764.000
23-07 14:44:21,0.125,0,99.749,0,0,10022944,45597424,702388,8249664,0,0,0,0,97.999,0
23-07 14:44:21,0,0,99.750,0,0,10022944,45597424,702388,8249664,0,0,0,0,46.000,0
23-07 14:44:22,0,0,100.001,0,0,10022944,45597424,702388,8249664,0,0,0,0,0,0
23-07 14:44:22,0,0,99.875,0,0,10022944,45597424,702388,8249664,0,0,0,0,0,0
23-07 14:44:23,0,0,99.875,0,0,10022944,45597424,702388,8249664,0,0,0,0,0,0
23-07 14:44:23,0,0,99.750,0,0,10022944,45597424,702388,8249664,0,0,0,0,0,0
23-07 14:44:24,0,0,99.748,0,0,10022944,45597424,702388,8249664,0,0,0,0,75.999,89.999
23-07 14:44:24,0,0,99.875,0,0,10022944,45597424,702388,8249664,0,0,0,0,76.000,90.000
23-07 14:44:25,0,0,99.751,0,0,10022944,45597424,702388,8249664,0,76.001,0,2.000,0,0
23-07 14:44:25,0.125,0,99.873,0,0,10023592,45596776,702388,8249664,0,75.999,0,2.000,0,0
23-07 14:44:26,0.125,0,99.874,0,0,10023696,45596668,702388,8249664,0,51.999,0,3.000,0,0
23-07 14:44:26,0,0,99.754,0,0,10023696,45596668,702388,8249664,0,52.002,0,3.000,0,0
23-07 14:44:27,0,0,99.752,0,0,10023696,45596668,702388,8249664,0,0,0,0,2358.042,2358.042
23-07 14:44:27,0,0,99.873,0,0,10023696,45596668,702388,8249664,0,0,0,0,2357.950,2357.950
23-07 14:44:28,0,0.125,99.749,0,0,10023696,45596668,702388,8249664,0,0,0,0,3049.969,3029.969
23-07 14:44:28,0,0.125,99.876,0,0,10023696,45596668,702388,8249664,0,0,0,0,3050.016,3030.016
23-07 14:44:29,0.250,0,99.999,0,0,10023692,45596668,702388,8249668,0,0,0,0,3423.958,3325.960
23-07 14:44:29,0.250,0,99.750,0,0,10023692,45596668,702388,8249668,0,0,0,0,3499.989,3451.989
23-07 14:44:30,0,0,99.626,0,0,10023692,45596668,702388,8249668,0,0,0,0,3230.038,2862.034
23-07 14:44:30,0.125,0,99.875,0,0,10023692,45596668,702388,8249668,0,0,0,0,3229.999,2789.999
23-07 14:44:31,0.125,0,99.875,0,0,10023688,45596668,702388,8249672,0,4.000,0,1.000,2827.986,2663.987
23-07 14:44:31,0,0,99.999,0,0,10023688,45596668,702388,8249672,0,4.000,0,1.000,2797.978,2609.979
23-07 14:44:32,0,0,100.000,0,0,10023684,45596668,702388,8249676,0,0,0,0,184.000,0
23-07 14:44:32,0,0,99.751,0,0,10023684,45596668,702388,8249676,0,0,0,0,138.001,0
23-07 14:44:33,0.125,0,99.875,0,0,10023684,45596668,702388,8249676,0,0,0,0,2447.993,2591.993
23-07 14:44:33,0.125,0,99.626,0,0,10023684,45596668,702388,8249676,0,0,0,0,2524.027,2682.029
23-07 14:44:34,0,0.125,99.876,0,0,10023684,45596668,702388,8249676,0,0,0,0,2524.014,2772.016
23-07 14:44:34,0,0.125,99.748,0,0,10023684,45596668,702388,8249676,0,0,0,0,2599.960,2861.956
23-07 14:44:35,0.125,0,99.625,0,0,10023684,45596668,702388,8249676,0,0,0,0,1309.999,1259.999
23-07 14:44:35,0.125,0,100.000,0,0,10023684,45596668,702388,8249676,0,0,0,0,1158.002,1080.001
23-07 14:44:36,0,0,99.875,0,0,10023684,45596668,702388,8249676,0,20.000,0,2.000,0,0
23-07 14:44:36,0,0,99.749,0,0,10023684,45596668,702388,8249676,0,20.000,0,2.000,0,0
23-07 14:44:37,0,0.125,99.750,0,0,10023684,45596668,702388,8249676,0,8.000,0,1.000,1911.995,2249.994
23-07 14:44:37,0,0.125,99.750,0,0,10023684,45596668,702388,8249676,0,8.000,0,1.000,1987.995,2339.994
23-07 14:44:38,0,0,99.751,0,0,10023684,45596668,702388,8249676,0,0,0,0,2724.021,3150.024
23-07 14:44:38,0,0,100.001,0,0,10023684,45596668,702388,8249676,0,0,0,0,2724.029,3150.034
23-07 14:44:39,0.250,0,99.874,0,0,10023684,45596668,702388,8249676,0,0,0,0,2585.978,3149.973
23-07 14:44:39,0.375,0,99.500,0,0,10023684,45596668,702388,8249676,0,0,0,0,2585.991,3149.990
23-07 14:44:40,0.125,0,99.750,0,0,10023680,45596668,702388,8249680,0,0,0,0,3522.000,3366.000
23-07 14:44:40,0,0,99.874,0,0,10023680,45596668,702388,8249680,0,0,0,0,3567.964,3365.966
23-07 14:44:41,0,0,100.001,0,0,10023680,45596668,702388,8249680,0,12.000,0,3.000,3450.029,3772.032
23-07 14:44:41,0,0,99.876,0,0,10023680,45596668,702388,8249680,0,12.000,0,3.000,3404.039,3772.043
23-07 14:44:42,0,0.125,99.625,0,0,10023680,45596668,702388,8249680,0,4.000,0,1.000,3468.004,2910.003
23-07 14:44:42,0,0.125,99.751,0,0,10023680,45596668,702388,8249680,0,4.000,0,1.000,3468.019,2886.016
23-07 14:44:43,0,0,99.876,0,0,10023680,45596668,702388,8249680,0,0,0,0,3144.020,3716.024
23-07 14:44:43,0,0,100.000,0,0,10023680,45596668,702388,8249680,0,0,0,0,3143.990,3739.988
23-07 14:44:44,0,0,99.875,0,0,10023680,45596668,702388,8249680,0,20.000,0,1.000,2724.000,3158.001
23-07 14:44:44,0.125,0,99.874,0,0,10023680,45596668,702388,8249680,0,20.000,0,1.000,2723.972,3157.967
23-07 14:44:45,0.125,0,99.872,0,0,10023680,45596668,702388,8249680,0,0,0,0,3157.900,3193.899
23-07 14:44:45,0.125,0,99.750,0,0,10023680,45596668,702388,8249680,0,0,0,0,3157.986,3193.985
23-07 14:44:46,0.250,0,99.752,0,0,10023680,45596668,702388,8249680,0,0,0,0,3280.069,2996.063
23-07 14:44:46,0.125,0,99.626,0,0,10023680,45596668,702388,8249680,0,0,0,0,3362.023,3220.022
23-07 14:44:47,0.125,0.125,99.876,0,0,10023680,45596668,702388,8249680,0,0,0,0,2998.020,3156.021
23-07 14:44:47,0.125,0.125,99.627,0,0,10023680,45596668,702388,8249680,0,0,0,0,2916.058,2932.058
23-07 14:44:48,0,0.250,99.749,0,0,10023676,45596668,702388,8249684,0,16.000,0,3.000,3439.962,3647.960
23-07 14:44:48,0,0.250,99.998,0,0,10023676,45596668,702388,8249684,0,16.000,0,3.000,3439.943,3647.940
23-07 14:44:49,0,0,99.625,0,0,10023676,45596668,702388,8249684,0,0,0,0,2925.996,3239.995
23-07 14:44:49,0,0,99.999,0,0,10023676,45596668,702388,8249684,0,0,0,0,2971.984,3239.983
23-07 14:44:50,0,0,99.876,0,0,10023676,45596668,702388,8249684,0,0,0,0,3672.025,3348.022
23-07 14:44:50,0,0,99.751,0,0,10023676,45596668,702388,8249684,0,0,0,0,3626.037,3348.034
23-07 14:44:51,0,0,99.750,0,0,10023672,45596668,702388,8249688,0,0,0,0,3460.001,3366.001
23-07 14:44:51,0,0,100.001,0,0,10023672,45596668,702388,8249688,0,0,0,0,3512.032,3330.030
23-07 14:44:52,0,0,100.001,0,0,10023672,45596668,702388,8249688,0,0,0,0,2778.015,2916.016
23-07 14:44:52,0.125,0,99.750,0,0,10023672,45596668,702388,8249688,0,0,0,0,2726.002,2952.002
23-07 14:44:53,0.125,0,99.999,0,0,10023672,45596668,702388,8249688,0,0,0,0,3031.981,3287.980
23-07 14:44:53,0.125,0,99.748,0,0,10023672,45596668,702388,8249688,0,0,0,0,3067.946,3377.940
23-07 14:44:54,0.250,0,99.624,0,0,10023664,45596668,702388,8249696,0,0,0,0,3167.980,3095.980
23-07 14:44:54,0.125,0,99.750,0,0,10023664,45596668,702388,8249696,0,0,0,0,3132.000,3006.000
23-07 14:44:55,0.125,0.125,99.750,0,0,10023664,45596668,702388,8249696,0,0,0,0,3139.992,3057.992
23-07 14:44:55,0.125,0.125,99.625,0,0,10023664,45596668,702392,8249692,0,68.000,0,2.000,3139.996,3183.996
23-07 14:44:56,0,0,99.749,0,0,10023628,45596668,702392,8249728,0,68.000,0,2.000,2981.985,3167.984
23-07 14:44:56,0,0,100.000,0,0,10023628,45596668,702392,8249728,0,0,0,0,2982.003,2952.003
23-07 14:44:57,0.375,0,99.877,0,0,10023876,45596416,702392,8249732,0,0,0,0,3094.062,3446.069
23-07 14:44:57,0.375,0,99.749,0,0,10023876,45596416,702392,8249732,0,0,0,0,3093.961,3535.955
23-07 14:44:58,0,0.125,99.874,0,0,10023876,45596416,702392,8249732,0,63.999,0,16.000,3141.973,2699.976
23-07 14:44:58,0,0.125,99.753,0,0,10023876,45596416,702392,8249732,0,64.002,0,16.001,3142.101,2676.086
23-07 14:44:59,0,0,99.625,0,0,10023876,45596416,702392,8249732,0,0,0,0,3034.013,3536.015
23-07 14:44:59,0,0,99.873,0,0,10023876,45596416,702392,8249732,0,0,0,0,3085.951,3559.943
23-07 14:45:00,0,0,99.750,0,0,10023876,45596416,702392,8249732,0,0,0,0,3294.013,3042.012
23-07 14:45:00,0,0,99.875,0,0,10023876,45596416,702392,8249732,0,0,0,0,3242.002,3042.002
23-07 14:45:01,0,0,99.999,0,0,10023876,45596416,702392,8249732,0,0,0,0,3291.973,3329.973
23-07 14:45:01,0.125,0,99.876,0,0,10023876,45596416,702392,8249732,0,0,0,0,3216.018,3240.019
23-07 14:45:02,0.250,0.125,99.873,0,0,10023876,45596288,702392,8249860,0,0,0,0,3403.936,3667.931
23-07 14:45:02,0.125,0.125,99.625,0,0,10023876,45596288,702392,8249860,0,0,0,0,3525.992,3757.991
23-07 14:45:03,0,0.125,99.751,0,0,10023876,45596288,702392,8249860,0,1888.011,0,25.000,3572.020,3492.020
23-07 14:45:03,0,0.125,99.500,0,0,10023876,45596288,702392,8249860,0,1887.993,0,25.000,3525.987,3491.988
23-07 14:45:04,0.125,0,99.626,0,0,10023872,45596288,702392,8249860,0,0,0,0,3180.023,3068.022
23-07 14:45:04,0.125,0,100.000,0,0,10023872,45596288,702392,8249860,0,0,0,0,3216.008,3068.008
23-07 14:45:05,0,0.125,99.751,0,0,10023868,45596288,702392,8249864,0,0,0,0,2808.024,3134.027
23-07 14:45:05,0.125,0.125,99.875,0,0,10023868,45596288,702392,8249864,0,0,0,0,2771.988,3043.987
23-07 14:45:06,0.125,0.125,99.748,0,0,10025128,45595028,702392,8249864,0,0,0,0,3323.942,3109.946
23-07 14:45:06,0,0.125,99.750,0,0,10025128,45595028,702392,8249864,0,0,0,0,3324.015,3200.015
23-07 14:45:07,0.125,0,99.750,0,0,10025128,45595028,702392,8249864,0,4.000,0,1.000,3468.005,3356.005
23-07 14:45:07,0.250,0,99.750,0,0,10025128,45595028,702392,8249864,0,4.000,0,1.000,3467.989,3355.990
23-07 14:45:08,0.125,0,99.876,0,0,10025128,45595028,702392,8249864,0,8.000,0,2.000,3058.036,3186.038
23-07 14:45:08,0,0,100.001,0,0,10025128,45595028,702392,8249864,0,8.000,0,2.000,3058.019,3186.020
23-07 14:45:09,0,0,99.875,0,0,10025128,45595028,702392,8249864,0,0,0,0,3028.011,3150.012
23-07 14:45:09,0,0,99.625,0,0,10025128,45595028,702392,8249864,0,0,0,0,3149.987,3239.987
23-07 14:45:10,0,0,99.750,0,0,10025128,45595028,702392,8249864,0,0,0,0,1424.004,1382.004
23-07 14:45:10,0,0,99.875,0,0,10025128,45595028,702392,8249864,0,0,0,0,1302.000,1292.000
23-07 14:45:11,0.125,0,99.999,0,0,10025128,45595028,702392,8249864,0,0,0,0,2657.984,3067.981
23-07 14:45:11,0.125,0,99.749,0,0,10025128,45595028,702392,8249864,0,0,0,0,2657.981,3067.978
23-07 14:45:12,0.125,0,99.876,0,0,10025128,45595028,702392,8249864,0,0,0,0,2994.019,3518.023
23-07 14:45:12,0.125,0,99.751,0,0,10025128,45595028,702392,8249864,0,0,0,0,2994.033,3518.038
23-07 14:45:13,0,0,99.749,0,0,10025120,45595028,702392,8249872,0,8.000,0,2.000,3573.978,3581.977
23-07 14:45:13,0,0,99.750,0,0,10025120,45595028,702392,8249872,0,8.000,0,2.000,3672.004,3582.004
23-07 14:45:14,0,0,99.751,0,0,10025120,45595028,702392,8249872,0,0,0,0,2922.021,3186.023
23-07 14:45:14,0,0,100.000,0,0,10025120,45595028,702392,8249872,0,0,0,0,2747.999,3095.999
23-07 14:45:15,1.000,0.250,98.493,0,0,10030952,45589196,702392,8249872,0,19.999,0,1.000,2823.799,3505.750
23-07 14:45:15,1.125,0.250,98.499,0,0,10030952,45589196,702392,8249872,0,20.000,0,1.000,2899.961,3595.951
23-07 14:45:16,0.125,0,99.879,0,0,10031064,45589080,702392,8249876,0,0,0,0,2478.103,2880.119
23-07 14:45:16,0,0,99.875,0,0,10031064,45589080,702392,8249876,0,0,0,0,2478.009,2880.010
23-07 14:45:17,0,0.125,99.752,0,0,10029680,45590464,702392,8249876,0,0,0,0,1066.019,990.018
23-07 14:45:17,0,0.125,99.750,0,0,10029680,45590464,702392,8249876,0,0,0,0,990.003,900.003
23-07 14:45:18,0,0,99.875,0,0,10029680,45590464,702392,8249876,0,0,0,0,0,0
23-07 14:45:18,0.125,0,99.876,0,0,10029680,45590464,702392,8249876,0,0,0,0,0,0
23-07 14:45:19,0.125,0,99.877,0,0,10029680,45590464,702392,8249876,0,0,0,0,0,0
23-07 14:45:19,0,0,99.749,0,0,10029680,45590464,702392,8249876,0,0,0,0,0,0
23-07 14:45:20,0,0,99.625,0,0,10029680,45590464,702392,8249876,0,0,0,0,0,0
